word_index,address,out_x,out_y,kernel_out,word_hex,value_s32
125,0x030001F4,41,0,2,0xFFFFFB58,-1192
126,0x030001F8,42,0,0,0xFFFEA19C,-89700
127,0x030001FC,42,0,1,0x00015E64,89700
128,0x03000200,42,0,2,0xFFFFFBA0,-1120
129,0x03000204,43,0,0,0xFFFEB844,-83900
130,0x03000208,43,0,1,0x000147BC,83900
131,0x0300020C,43,0,2,0xFFFFFBE8,-1048
132,0x03000210,44,0,0,0xFFFECEEC,-78100
133,0x03000214,44,0,1,0x00013114,78100
134,0x03000218,44,0,2,0xFFFFFC30,-976
135,0x0300021C,45,0,0,0xFFFEE594,-72300
136,0x03000220,45,0,1,0x00011A6C,72300
137,0x03000224,45,0,2,0xFFFFFC78,-904
138,0x03000228,46,0,0,0xFFFEFC3C,-66500
139,0x0300022C,46,0,1,0x000103C4,66500
140,0x03000230,46,0,2,0xFFFFFCC0,-832
141,0x03000234,47,0,0,0xFFFF12E4,-60700
142,0x03000238,47,0,1,0x0000ED1C,60700
143,0x0300023C,47,0,2,0xFFFFFD08,-760
144,0x03000240,48,0,0,0xFFFF298C,-54900
145,0x03000244,48,0,1,0x0000D674,54900
146,0x03000248,48,0,2,0xFFFFFD50,-688
147,0x0300024C,49,0,0,0xFFFF4034,-49100
148,0x03000250,49,0,1,0x0000BFCC,49100
149,0x03000254,49,0,2,0xFFFFFD98,-616
150,0x03000258,50,0,0,0xFFFF56DC,-43300
151,0x0300025C,50,0,1,0x0000A924,43300
152,0x03000260,50,0,2,0xFFFFFDE0,-544
153,0x03000264,51,0,0,0xFFFF6D84,-37500
154,0x03000268,51,0,1,0x0000927C,37500
155,0x0300026C,51,0,2,0xFFFFFE28,-472
156,0x03000270,52,0,0,0xFFFF842C,-31700
157,0x03000274,52,0,1,0x00007BD4,31700
158,0x03000278,52,0,2,0xFFFFFE70,-400
159,0x0300027C,53,0,0,0xFFFF9AD4,-25900
160,0x03000280,53,0,1,0x0000652C,25900
161,0x03000284,53,0,2,0xFFFFFEB8,-328
162,0x03000288,54,0,0,0xFFFFB17C,-20100
163,0x0300028C,54,0,1,0x00004E84,20100
164,0x03000290,54,0,2,0xFFFFFF00,-256
165,0x03000294,55,0,0,0xFFFFC824,-14300
166,0x03000298,55,0,1,0x000037DC,14300
167,0x0300029C,55,0,2,0xFFFFFF48,-184
168,0x030002A0,56,0,0,0xFFFFDECC,-8500
169,0x030002A4,56,0,1,0x00002134,8500
170,0x030002A8,56,0,2,0xFFFFFF90,-112
171,0x030002AC,57,0,0,0xFFFFF574,-2700
172,0x030002B0,57,0,1,0x00000A8C,2700
173,0x030002B4,57,0,2,0xFFFFFFD8,-40
174,0x030002B8,58,0,0,0x00000C1C,3100
175,0x030002BC,58,0,1,0xFFFFF3E4,-3100
176,0x030002C0,58,0,2,0x00000020,32
177,0x030002C4,59,0,0,0x000022C4,8900
178,0x030002C8,59,0,1,0xFFFFDD3C,-8900
179,0x030002CC,59,0,2,0x00000068,104
180,0x030002D0,0,1,0,0x0000940C,37900
181,0x030002D4,0,1,1,0xFFFF6BF4,-37900
182,0x030002D8,0,1,2,0x000001D0,464
183,0x030002DC,1,1,0,0x0000AAB4,43700
184,0x030002E0,1,1,1,0xFFFF554C,-43700
185,0x030002E4,1,1,2,0x00000218,536
186,0x030002E8,2,1,0,0x0000C15C,49500
187,0x030002EC,2,1,1,0xFFFF3EA4,-49500
188,0x030002F0,2,1,2,0x00000260,608
189,0x030002F4,3,1,0,0x0000D804,55300
190,0x030002F8,3,1,1,0xFFFF27FC,-55300
191,0x030002FC,3,1,2,0x000002A8,680
192,0x03000300,4,1,0,0x0000EEAC,61100
193,0x03000304,4,1,1,0xFFFF1154,-61100
194,0x03000308,4,1,2,0x000002F0,752
195,0x0300030C,5,1,0,0x00010554,66900
196,0x03000310,5,1,1,0xFFFEFAAC,-66900
197,0x03000314,5,1,2,0x00000338,824
198,0x03000318,6,1,0,0x00011BFC,72700
199,0x0300031C,6,1,1,0xFFFEE404,-72700
200,0x03000320,6,1,2,0x00000380,896
201,0x03000324,7,1,0,0x000132A4,78500
202,0x03000328,7,1,1,0xFFFECD5C,-78500
203,0x0300032C,7,1,2,0x000003C8,968
204,0x03000330,8,1,0,0x0001494C,84300
205,0x03000334,8,1,1,0xFFFEB6B4,-84300
206,0x03000338,8,1,2,0x00000410,1040
207,0x0300033C,9,1,0,0x00015FF4,90100
208,0x03000340,9,1,1,0xFFFEA00C,-90100
209,0x03000344,9,1,2,0x00000458,1112
210,0x03000348,10,1,0,0x0001769C,95900
211,0x0300034C,10,1,1,0xFFFE8964,-95900
212,0x03000350,10,1,2,0x000004A0,1184
213,0x03000354,11,1,0,0x00018D44,101700
214,0x03000358,11,1,1,0xFFFE72BC,-101700
215,0x0300035C,11,1,2,0x000004E8,1256
216,0x03000360,12,1,0,0x0001A3EC,107500
217,0x03000364,12,1,1,0xFFFE5C14,-107500
218,0x03000368,12,1,2,0x00000530,1328
219,0x0300036C,13,1,0,0x0001BA94,113300
220,0x03000370,13,1,1,0xFFFE456C,-113300
221,0x03000374,13,1,2,0x00000578,1400
222,0x03000378,14,1,0,0x0001D13C,119100
223,0x0300037C,14,1,1,0xFFFE2EC4,-119100
224,0x03000380,14,1,2,0x000005C0,1472
225,0x03000384,15,1,0,0x0001E7E4,124900
226,0x03000388,15,1,1,0xFFFE181C,-124900
227,0x0300038C,15,1,2,0x00000608,1544
228,0x03000390,16,1,0,0x0001FE8C,130700
229,0x03000394,16,1,1,0xFFFE0174,-130700
230,0x03000398,16,1,2,0x00000650,1616
231,0x0300039C,17,1,0,0x00021534,136500
232,0x030003A0,17,1,1,0xFFFDEACC,-136500
233,0x030003A4,17,1,2,0x00000698,1688
234,0x030003A8,18,1,0,0x00022BDC,142300
235,0x030003AC,18,1,1,0xFFFDD424,-142300
236,0x030003B0,18,1,2,0x000006E0,1760
237,0x030003B4,19,1,0,0x00024284,148100
238,0x030003B8,19,1,1,0xFFFDBD7C,-148100
239,0x030003BC,19,1,2,0x00000728,1832
240,0x030003C0,20,1,0,0x0002592C,153900
241,0x030003C4,20,1,1,0xFFFDA6D4,-153900
242,0x030003C8,20,1,2,0x00000770,1904
243,0x030003CC,21,1,0,0x00026FD4,159700
244,0x030003D0,21,1,1,0xFFFD902C,-159700
245,0x030003D4,21,1,2,0x000007B8,1976
246,0x030003D8,22,1,0,0x0002867C,165500
247,0x030003DC,22,1,1,0xFFFD7984,-165500
248,0x030003E0,22,1,2,0x00000800,2048
249,0x030003E4,23,1,0,0x00029D24,171300
250,0x030003E8,23,1,1,0xFFFD62DC,-171300
251,0x030003EC,23,1,2,0x00000848,2120
252,0x030003F0,24,1,0,0x000169CC,92620
253,0x030003F4,24,1,1,0xFFFE9634,-92620
254,0x030003F8,24,1,2,0xFFFFF690,-2416
255,0x030003FC,25,1,0,0x00004A74,19060
256,0x03000400,25,1,1,0xFFFFB58C,-19060
257,0x03000404,25,1,2,0x000008D8,2264
258,0x03000408,26,1,0,0xFFFF3F1C,-49380
259,0x0300040C,26,1,1,0x0000C0E4,49380
260,0x03000410,26,1,2,0xFFFFF720,-2272
261,0x03000414,27,1,0,0xFFFE47C4,-112700
262,0x03000418,27,1,1,0x0001B83C,112700
263,0x0300041C,27,1,2,0x00000968,2408
264,0x03000420,28,1,0,0xFFFD646C,-170900
265,0x03000424,28,1,1,0x00029B94,170900
266,0x03000428,28,1,2,0xFFFFF7B0,-2128
267,0x0300042C,29,1,0,0xFFFD7B14,-165100
268,0x03000430,29,1,1,0x000284EC,165100
269,0x03000434,29,1,2,0xFFFFF7F8,-2056
270,0x03000438,30,1,0,0xFFFD91BC,-159300
271,0x0300043C,30,1,1,0x00026E44,159300
272,0x03000440,30,1,2,0xFFFFF840,-1984
273,0x03000444,31,1,0,0xFFFDA864,-153500
274,0x03000448,31,1,1,0x0002579C,153500
275,0x0300044C,31,1,2,0xFFFFF888,-1912
276,0x03000450,32,1,0,0xFFFDBF0C,-147700
277,0x03000454,32,1,1,0x000240F4,147700
278,0x03000458,32,1,2,0xFFFFF8D0,-1840
279,0x0300045C,33,1,0,0xFFFDD5B4,-141900
280,0x03000460,33,1,1,0x00022A4C,141900
281,0x03000464,33,1,2,0xFFFFF918,-1768
282,0x03000468,34,1,0,0xFFFDEC5C,-136100
283,0x0300046C,34,1,1,0x000213A4,136100
284,0x03000470,34,1,2,0xFFFFF960,-1696
285,0x03000474,35,1,0,0xFFFE0304,-130300
286,0x03000478,35,1,1,0x0001FCFC,130300
287,0x0300047C,35,1,2,0xFFFFF9A8,-1624
288,0x03000480,36,1,0,0xFFFE19AC,-124500
289,0x03000484,36,1,1,0x0001E654,124500
290,0x03000488,36,1,2,0xFFFFF9F0,-1552
291,0x0300048C,37,1,0,0xFFFE3054,-118700
292,0x03000490,37,1,1,0x0001CFAC,118700
293,0x03000494,37,1,2,0xFFFFFA38,-1480
294,0x03000498,38,1,0,0xFFFE46FC,-112900
295,0x0300049C,38,1,1,0x0001B904,112900
296,0x030004A0,38,1,2,0xFFFFFA80,-1408
297,0x030004A4,39,1,0,0xFFFE5DA4,-107100
298,0x030004A8,39,1,1,0x0001A25C,107100
299,0x030004AC,39,1,2,0xFFFFFAC8,-1336
300,0x030004B0,40,1,0,0xFFFE744C,-101300
301,0x030004B4,40,1,1,0x00018BB4,101300
302,0x030004B8,40,1,2,0xFFFFFB10,-1264
303,0x030004BC,41,1,0,0xFFFE8AF4,-95500
304,0x030004C0,41,1,1,0x0001750C,95500
305,0x030004C4,41,1,2,0xFFFFFB58,-1192
306,0x030004C8,42,1,0,0xFFFEA19C,-89700
307,0x030004CC,42,1,1,0x00015E64,89700
308,0x030004D0,42,1,2,0xFFFFFBA0,-1120
309,0x030004D4,43,1,0,0xFFFEB844,-83900
310,0x030004D8,43,1,1,0x000147BC,83900
311,0x030004DC,43,1,2,0xFFFFFBE8,-1048
312,0x030004E0,44,1,0,0xFFFECEEC,-78100
313,0x030004E4,44,1,1,0x00013114,78100
314,0x030004E8,44,1,2,0xFFFFFC30,-976
315,0x030004EC,45,1,0,0xFFFEE594,-72300
316,0x030004F0,45,1,1,0x00011A6C,72300
317,0x030004F4,45,1,2,0xFFFFFC78,-904
318,0x030004F8,46,1,0,0xFFFEFC3C,-66500
319,0x030004FC,46,1,1,0x000103C4,66500
320,0x03000500,46,1,2,0xFFFFFCC0,-832
321,0x03000504,47,1,0,0xFFFF12E4,-60700
322,0x03000508,47,1,1,0x0000ED1C,60700
323,0x0300050C,47,1,2,0xFFFFFD08,-760
324,0x03000510,48,1,0,0xFFFF298C,-54900
325,0x03000514,48,1,1,0x0000D674,54900
326,0x03000518,48,1,2,0xFFFFFD50,-688
327,0x0300051C,49,1,0,0xFFFF4034,-49100
328,0x03000520,49,1,1,0x0000BFCC,49100
329,0x03000524,49,1,2,0xFFFFFD98,-616
330,0x03000528,50,1,0,0xFFFF56DC,-43300
331,0x0300052C,50,1,1,0x0000A924,43300
332,0x03000530,50,1,2,0xFFFFFDE0,-544
333,0x03000534,51,1,0,0xFFFF6D84,-37500
334,0x03000538,51,1,1,0x0000927C,37500
335,0x0300053C,51,1,2,0xFFFFFE28,-472
336,0x03000540,52,1,0,0xFFFF842C,-31700
337,0x03000544,52,1,1,0x00007BD4,31700
338,0x03000548,52,1,2,0xFFFFFE70,-400
339,0x0300054C,53,1,0,0xFFFF9AD4,-25900
340,0x03000550,53,1,1,0x0000652C,25900
341,0x03000554,53,1,2,0xFFFFFEB8,-328
342,0x03000558,54,1,0,0xFFFFB17C,-20100
343,0x0300055C,54,1,1,0x00004E84,20100
344,0x03000560,54,1,2,0xFFFFFF00,-256
345,0x03000564,55,1,0,0xFFFFC824,-14300
346,0x03000568,55,1,1,0x000037DC,14300
347,0x0300056C,55,1,2,0xFFFFFF48,-184
348,0x03000570,56,1,0,0xFFFFDECC,-8500
349,0x03000574,56,1,1,0x00002134,8500
350,0x03000578,56,1,2,0xFFFFFF90,-112
351,0x0300057C,57,1,0,0xFFFFF574,-2700
352,0x03000580,57,1,1,0x00000A8C,2700
353,0x03000584,57,1,2,0xFFFFFFD8,-40
354,0x03000588,58,1,0,0x00000C1C,3100
355,0x0300058C,58,1,1,0xFFFFF3E4,-3100
356,0x03000590,58,1,2,0x00000020,32
357,0x03000594,59,1,0,0x000022C4,8900
358,0x03000598,59,1,1,0xFFFFDD3C,-8900
359,0x0300059C,59,1,2,0x00000068,104
360,0x030005A0,0,2,0,0x0000940C,37900
361,0x030005A4,0,2,1,0xFFFF6BF4,-37900
362,0x030005A8,0,2,2,0x000001D0,464
363,0x030005AC,1,2,0,0x0000AAB4,43700
364,0x030005B0,1,2,1,0xFFFF554C,-43700
365,0x030005B4,1,2,2,0x00000218,536
366,0x030005B8,2,2,0,0x0000C15C,49500
367,0x030005BC,2,2,1,0xFFFF3EA4,-49500
368,0x030005C0,2,2,2,0x00000260,608
369,0x030005C4,3,2,0,0x0000D804,55300
370,0x030005C8,3,2,1,0xFFFF27FC,-55300
371,0x030005CC,3,2,2,0x000002A8,680
372,0x030005D0,4,2,0,0x0000EEAC,61100
373,0x030005D4,4,2,1,0xFFFF1154,-61100
374,0x030005D8,4,2,2,0x000002F0,752
375,0x030005DC,5,2,0,0x00010554,66900
376,0x030005E0,5,2,1,0xFFFEFAAC,-66900
377,0x030005E4,5,2,2,0x00000338,824
378,0x030005E8,6,2,0,0x00011BFC,72700
379,0x030005EC,6,2,1,0xFFFEE404,-72700
380,0x030005F0,6,2,2,0x00000380,896
381,0x030005F4,7,2,0,0x000132A4,78500
382,0x030005F8,7,2,1,0xFFFECD5C,-78500
383,0x030005FC,7,2,2,0x000003C8,968
384,0x03000600,8,2,0,0x0001494C,84300
385,0x03000604,8,2,1,0xFFFEB6B4,-84300
386,0x03000608,8,2,2,0x00000410,1040
387,0x0300060C,9,2,0,0x00015FF4,90100
388,0x03000610,9,2,1,0xFFFEA00C,-90100
389,0x03000614,9,2,2,0x00000458,1112
390,0x03000618,10,2,0,0x0001769C,95900
391,0x0300061C,10,2,1,0xFFFE8964,-95900
392,0x03000620,10,2,2,0x000004A0,1184
393,0x03000624,11,2,0,0x00018D44,101700
394,0x03000628,11,2,1,0xFFFE72BC,-101700
395,0x0300062C,11,2,2,0x000004E8,1256
396,0x03000630,12,2,0,0x0001A3EC,107500
397,0x03000634,12,2,1,0xFFFE5C14,-107500
398,0x03000638,12,2,2,0x00000530,1328
399,0x0300063C,13,2,0,0x0001BA94,113300
400,0x03000640,13,2,1,0xFFFE456C,-113300
401,0x03000644,13,2,2,0x00000578,1400
402,0x03000648,14,2,0,0x0001D13C,119100
403,0x0300064C,14,2,1,0xFFFE2EC4,-119100
404,0x03000650,14,2,2,0x000005C0,1472
405,0x03000654,15,2,0,0x0001E7E4,124900
406,0x03000658,15,2,1,0xFFFE181C,-124900
407,0x0300065C,15,2,2,0x00000608,1544
408,0x03000660,16,2,0,0x0001FE8C,130700
409,0x03000664,16,2,1,0xFFFE0174,-130700
410,0x03000668,16,2,2,0x00000650,1616
411,0x0300066C,17,2,0,0x00021534,136500
412,0x03000670,17,2,1,0xFFFDEACC,-136500
413,0x03000674,17,2,2,0x00000698,1688
414,0x03000678,18,2,0,0x00022BDC,142300
415,0x0300067C,18,2,1,0xFFFDD424,-142300
416,0x03000680,18,2,2,0x000006E0,1760
417,0x03000684,19,2,0,0x00024284,148100
418,0x03000688,19,2,1,0xFFFDBD7C,-148100
419,0x0300068C,19,2,2,0x00000728,1832
420,0x03000690,20,2,0,0x0002592C,153900
421,0x03000694,20,2,1,0xFFFDA6D4,-153900
422,0x03000698,20,2,2,0x00000770,1904
423,0x0300069C,21,2,0,0x00026FD4,159700
424,0x030006A0,21,2,1,0xFFFD902C,-159700
425,0x030006A4,21,2,2,0x000007B8,1976
426,0x030006A8,22,2,0,0x0002867C,165500
427,0x030006AC,22,2,1,0xFFFD7984,-165500
428,0x030006B0,22,2,2,0x00000800,2048
429,0x030006B4,23,2,0,0x00029D24,171300
430,0x030006B8,23,2,1,0xFFFD62DC,-171300
431,0x030006BC,23,2,2,0x00000848,2120
432,0x030006C0,24,2,0,0x000169CC,92620
433,0x030006C4,24,2,1,0xFFFE9634,-92620
434,0x030006C8,24,2,2,0xFFFFF690,-2416
435,0x030006CC,25,2,0,0x00004A74,19060
436,0x030006D0,25,2,1,0xFFFFB58C,-19060
437,0x030006D4,25,2,2,0x000008D8,2264
438,0x030006D8,26,2,0,0xFFFF3F1C,-49380
439,0x030006DC,26,2,1,0x0000C0E4,49380
440,0x030006E0,26,2,2,0xFFFFF720,-2272
441,0x030006E4,27,2,0,0xFFFE47C4,-112700
442,0x030006E8,27,2,1,0x0001B83C,112700
443,0x030006EC,27,2,2,0x00000968,2408
444,0x030006F0,28,2,0,0xFFFD646C,-170900
445,0x030006F4,28,2,1,0x00029B94,170900
446,0x030006F8,28,2,2,0xFFFFF7B0,-2128
447,0x030006FC,29,2,0,0xFFFD7B14,-165100
448,0x03000700,29,2,1,0x000284EC,165100
449,0x03000704,29,2,2,0xFFFFF7F8,-2056
450,0x03000708,30,2,0,0xFFFD91BC,-159300
451,0x0300070C,30,2,1,0x00026E44,159300
452,0x03000710,30,2,2,0xFFFFF840,-1984
453,0x03000714,31,2,0,0xFFFDA864,-153500
454,0x03000718,31,2,1,0x0002579C,153500
455,0x0300071C,31,2,2,0xFFFFF888,-1912
456,0x03000720,32,2,0,0xFFFDBF0C,-147700
457,0x03000724,32,2,1,0x000240F4,147700
458,0x03000728,32,2,2,0xFFFFF8D0,-1840
459,0x0300072C,33,2,0,0xFFFDD5B4,-141900
460,0x03000730,33,2,1,0x00022A4C,141900
461,0x03000734,33,2,2,0xFFFFF918,-1768
462,0x03000738,34,2,0,0xFFFDEC5C,-136100
463,0x0300073C,34,2,1,0x000213A4,136100
464,0x03000740,34,2,2,0xFFFFF960,-1696
465,0x03000744,35,2,0,0xFFFE0304,-130300
466,0x03000748,35,2,1,0x0001FCFC,130300
467,0x0300074C,35,2,2,0xFFFFF9A8,-1624
468,0x03000750,36,2,0,0xFFFE19AC,-124500
469,0x03000754,36,2,1,0x0001E654,124500
470,0x03000758,36,2,2,0xFFFFF9F0,-1552
471,0x0300075C,37,2,0,0xFFFE3054,-118700
472,0x03000760,37,2,1,0x0001CFAC,118700
473,0x03000764,37,2,2,0xFFFFFA38,-1480
474,0x03000768,38,2,0,0xFFFE46FC,-112900
475,0x0300076C,38,2,1,0x0001B904,112900
476,0x03000770,38,2,2,0xFFFFFA80,-1408
477,0x03000774,39,2,0,0xFFFE5DA4,-107100
478,0x03000778,39,2,1,0x0001A25C,107100
479,0x0300077C,39,2,2,0xFFFFFAC8,-1336
480,0x03000780,40,2,0,0xFFFE744C,-101300
481,0x03000784,40,2,1,0x00018BB4,101300
482,0x03000788,40,2,2,0xFFFFFB10,-1264
483,0x0300078C,41,2,0,0xFFFE8AF4,-95500
484,0x03000790,41,2,1,0x0001750C,95500
485,0x03000794,41,2,2,0xFFFFFB58,-1192
486,0x03000798,42,2,0,0xFFFEA19C,-89700
487,0x0300079C,42,2,1,0x00015E64,89700
488,0x030007A0,42,2,2,0xFFFFFBA0,-1120
489,0x030007A4,43,2,0,0xFFFEB844,-83900
490,0x030007A8,43,2,1,0x000147BC,83900
491,0x030007AC,43,2,2,0xFFFFFBE8,-1048
492,0x030007B0,44,2,0,0xFFFECEEC,-78100
493,0x030007B4,44,2,1,0x00013114,78100
494,0x030007B8,44,2,2,0xFFFFFC30,-976
495,0x030007BC,45,2,0,0xFFFEE594,-72300
496,0x030007C0,45,2,1,0x00011A6C,72300
497,0x030007C4,45,2,2,0xFFFFFC78,-904
498,0x030007C8,46,2,0,0xFFFEFC3C,-66500
499,0x030007CC,46,2,1,0x000103C4,66500
500,0x030007D0,46,2,2,0xFFFFFCC0,-832
501,0x030007D4,47,2,0,0xFFFF12E4,-60700
502,0x030007D8,47,2,1,0x0000ED1C,60700
503,0x030007DC,47,2,2,0xFFFFFD08,-760
504,0x030007E0,48,2,0,0xFFFF298C,-54900
505,0x030007E4,48,2,1,0x0000D674,54900
506,0x030007E8,48,2,2,0xFFFFFD50,-688
507,0x030007EC,49,2,0,0xFFFF4034,-49100
508,0x030007F0,49,2,1,0x0000BFCC,49100
509,0x030007F4,49,2,2,0xFFFFFD98,-616
510,0x030007F8,50,2,0,0xFFFF56DC,-43300
511,0x030007FC,50,2,1,0x0000A924,43300
512,0x03000800,50,2,2,0xFFFFFDE0,-544
513,0x03000804,51,2,0,0xFFFF6D84,-37500
514,0x03000808,51,2,1,0x0000927C,37500
515,0x0300080C,51,2,2,0xFFFFFE28,-472
516,0x03000810,52,2,0,0xFFFF842C,-31700
517,0x03000814,52,2,1,0x00007BD4,31700
518,0x03000818,52,2,2,0xFFFFFE70,-400
519,0x0300081C,53,2,0,0xFFFF9AD4,-25900
520,0x03000820,53,2,1,0x0000652C,25900
521,0x03000824,53,2,2,0xFFFFFEB8,-328
522,0x03000828,54,2,0,0xFFFFB17C,-20100
523,0x0300082C,54,2,1,0x00004E84,20100
524,0x03000830,54,2,2,0xFFFFFF00,-256
